symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
CUBEXTUB,INE144D01012,4/5/2024,NSE,EQ,BE,buy,FALSE,10,102.300003,3122471,1E+15,2024-04-05T11:51:16
WANBURY,INE107F01022,4/5/2024,BSE,EQ,T,buy,FALSE,5,167.949997,15645800,1.71229E+18,2024-04-05T12:47:47
RKEC,INE786W01010,4/5/2024,NSE,EQ,EQ,buy,FALSE,50,105.800003,64883678,1.3E+15,2024-04-05T13:02:57
GEPIL,INE878A01011,4/5/2024,NSE,EQ,EQ,buy,FALSE,13,344.75,26054531,1.1E+15,2024-04-05T13:03:23
GEPIL,INE878A01011,4/5/2024,NSE,EQ,EQ,buy,FALSE,2,344.75,26054532,1.1E+15,2024-04-05T13:03:23
HDFCBANK,INE040A01034,4/9/2024,NSE,EQ,EQ,buy,FALSE,3,1546.849976,20743227,1.1E+15,2024-04-09T09:26:36
PRAJIND,INE074A01025,4/9/2024,NSE,EQ,EQ,sell,FALSE,30,524.700012,43669461,1.2E+15,2024-04-09T11:54:12
SOUTHBANK,INE683A01023,4/9/2024,BSE,EQ,A,sell,FALSE,100,28.75,8412800,1.71265E+18,2024-04-09T13:50:29
CDSL,INE736A01011,4/9/2024,NSE,EQ,EQ,sell,FALSE,1,1862.699951,3873377,1E+15,2024-04-09T13:51:35
CDSL,INE736A01011,4/9/2024,NSE,EQ,EQ,sell,FALSE,1,1862.599976,3873379,1E+15,2024-04-09T13:51:35
CDSL,INE736A01011,4/9/2024,NSE,EQ,EQ,sell,FALSE,33,1862.599976,3873378,1E+15,2024-04-09T13:51:35
DCMSRIND,INE843D01027,4/9/2024,NSE,EQ,EQ,sell,FALSE,8,195.949997,26359768,1.1E+15,2024-04-09T13:53:20
KABRAEXTRU,INE900B01029,4/9/2024,BSE,EQ,B,sell,FALSE,2,338.350006,1151300,1.71263E+18,2024-04-09T14:06:20
IRFC,INE053F01010,4/15/2024,BSE,EQ,A,buy,FALSE,20,141.100006,114080400,1.71316E+18,2024-04-15T11:08:38
CAMS,INE596I01012,4/15/2024,NSE,EQ,EQ,buy,FALSE,1,3043,3729592,1E+15,2024-04-15T11:13:42
HBLPOWER,INE292B01021,4/15/2024,BSE,EQ,A,buy,FALSE,5,455.899994,116355300,1.71316E+18,2024-04-15T11:15:16
MINDTECK,INE110B01017,4/18/2024,NSE,EQ,EQ,buy,FALSE,15,296.25,42695649,1.2E+15,2024-04-18T10:21:19
MINDTECK,INE110B01017,4/18/2024,NSE,EQ,EQ,buy,FALSE,15,296.350006,42695650,1.2E+15,2024-04-18T10:21:19
PARAS,INE045601015,4/18/2024,NSE,EQ,EQ,buy,FALSE,15,694.799988,43699486,1.2E+15,2024-04-18T11:04:16
CDSL,INE736A01011,4/19/2024,NSE,EQ,EQ,buy,FALSE,7,1957.199951,235236,1E+15,2024-04-19T09:17:07
CDSL,INE736A01011,4/19/2024,NSE,EQ,EQ,buy,FALSE,3,1957.449951,235237,1E+15,2024-04-19T09:17:07
CDSL,INE736A01011,4/19/2024,NSE,EQ,EQ,sell,FALSE,10,1940,1767579,1E+15,2024-04-19T09:57:58
HINDCOPPER,INE531E01026,4/22/2024,NSE,EQ,EQ,sell,FALSE,40,381,23076312,1.1E+15,2024-04-22T10:45:23
KABRAEXTRU,INE900B01029,4/22/2024,BSE,EQ,B,sell,FALSE,18,365.049988,870600,1.71376E+18,2024-04-22T10:45:32
DCMSRIND,INE843D01027,4/22/2024,BSE,EQ,B,sell,FALSE,6,190.649994,1178300,1.71376E+18,2024-04-22T10:46:17
DCMSRIND,INE843D01027,4/22/2024,BSE,EQ,B,sell,FALSE,44,190.75,1178100,1.71376E+18,2024-04-22T10:46:17
DCMSRIND,INE843D01027,4/22/2024,BSE,EQ,B,sell,FALSE,2,190.850006,1177900,1.71376E+18,2024-04-22T10:46:17
TEJASNET,INE010J01012,4/23/2024,NSE,EQ,EQ,sell,FALSE,6,1044.949951,61134031,1.3E+15,2024-04-23T09:34:41
RPOWER,INE614G01033,4/23/2024,NSE,EQ,EQ,buy,FALSE,130,27.9,63913121,1.3E+15,2024-04-23T11:30:33
RVNL,INE415G01027,4/23/2024,NSE,EQ,EQ,buy,FALSE,50,272.600006,65168272,1.3E+15,2024-04-23T12:44:43
BIRLAPREC,INE372E01025,4/24/2024,BSE,EQ,X,sell,FALSE,80,68.760002,2229700,1.71393E+18,2024-04-24T09:30:51
GEPIL,INE878A01011,4/24/2024,NSE,EQ,EQ,sell,FALSE,15,358.049988,21035733,1.1E+15,2024-04-24T09:30:58
DCXINDIA,INE0KL801015,4/24/2024,NSE,EQ,EQ,sell,FALSE,40,327.5,21049734,1.1E+15,2024-04-24T09:31:16
IRCON,INE962Y01021,4/24/2024,NSE,EQ,EQ,buy,FALSE,10,229.399994,21935934,1.1E+15,2024-04-24T09:55:49
WANBURY,INE107F01022,4/24/2024,BSE,EQ,B,buy,FALSE,25,162.100006,54460600,1.71394E+18,2024-04-24T12:08:30
IRFC,INE053F01010,4/25/2024,NSE,EQ,EQ,buy,FALSE,50,150.5,28620797,1.1E+15,2024-04-25T14:27:26
RPOWER,INE614G01033,4/26/2024,BSE,EQ,A,buy,FALSE,70,27.58,43210500,1.7141E+18,2024-04-26T10:27:36
VEDAVAAG,INE359B01010,4/26/2024,BSE,EQ,X,buy,FALSE,50,53.299999,4208500,1.7141E+18,2024-04-26T10:28:29
PARAS,INE045601015,4/26/2024,BSE,EQ,A,sell,FALSE,15,746.349976,97218700,1.71412E+18,2024-04-26T12:47:30
MISHTANN,INE094S01041,4/26/2024,BSE,EQ,B,buy,FALSE,55,18.700001,17206000,1.7141E+18,2024-04-26T12:49:41
MTNL,INE153A01019,4/26/2024,BSE,EQ,B,buy,FALSE,100,37.919998,49680600,1.71412E+18,2024-04-26T12:49:54
MANGIND,INE717C01025,4/26/2024,BSE,EQ,X,buy,FALSE,150,4.73,14338200,1.7141E+18,2024-04-26T14:20:07
LALPATHLAB,INE600L01024,4/29/2024,NSE,EQ,EQ,buy,FALSE,1,2388.350098,40150228,1.2E+15,2024-04-29T09:16:01
VIJAYA,INE043W01024,4/29/2024,NSE,EQ,EQ,buy,FALSE,10,709.450012,60650329,1.3E+15,2024-04-29T09:22:05
JAGRAN,INE199G01027,4/29/2024,BSE,EQ,B,buy,FALSE,20,106.550003,619900,1.71436E+18,2024-04-29T09:32:10
INTLCONV,INE575C01027,4/29/2024,NSE,EQ,EQ,buy,FALSE,30,89.199997,21445597,1.1E+15,2024-04-29T09:32:38
IDFCFIRSTB,INE092T01019,4/29/2024,BSE,EQ,A,buy,FALSE,10,80.900002,3497500,1.71436E+18,2024-04-29T09:33:30
MTARTECH,INE864I01014,4/29/2024,NSE,EQ,EQ,buy,FALSE,4,1885.099976,41154727,1.2E+15,2024-04-29T09:36:19
VIJAYA,INE043W01024,4/29/2024,NSE,EQ,EQ,buy,FALSE,10,701,61567346,1.3E+15,2024-04-29T09:43:11
IREDA,INE202E01016,4/29/2024,BSE,EQ,B,buy,FALSE,25,185.899994,12174500,1.71436E+18,2024-04-29T09:44:56
YESBANK,INE528G01035,4/29/2024,BSE,EQ,A,buy,FALSE,100,27.68,8030700,1.71436E+18,2024-04-29T09:57:12
CDSL,INE736A01011,4/29/2024,NSE,EQ,EQ,buy,FALSE,5,2096,2464775,1E+15,2024-04-29T10:34:26
BSE,INE118H01025,4/29/2024,NSE,EQ,EQ,buy,FALSE,1,2790,2485269,1E+15,2024-04-29T10:35:26
DREAMFOLKS,INE0JS101016,4/29/2024,NSE,EQ,EQ,buy,FALSE,2,546.950012,23658898,1.1E+15,2024-04-29T10:43:36
GMRINFRA,INE776C01039,4/29/2024,BSE,EQ,A,buy,FALSE,50,89.18,5250100,1.71437E+18,2024-04-29T10:45:28
VIJAYA,INE043W01024,4/29/2024,NSE,EQ,EQ,sell,FALSE,20,716.900024,68512899,1.3E+15,2024-04-29T15:20:55
LALPATHLAB,INE600L01024,4/29/2024,NSE,EQ,EQ,sell,FALSE,1,2345.600098,48100548,1.2E+15,2024-04-29T15:20:57
SJVN,INE002L01015,4/30/2024,NSE,EQ,EQ,sell,FALSE,50,135.649994,63607220,1.3E+15,2024-04-30T11:18:58
MINDTECK,INE110B01017,4/30/2024,BSE,EQ,B,sell,FALSE,1,297,33137900,1.71445E+18,2024-04-30T11:19:30
MINDTECK,INE110B01017,4/30/2024,BSE,EQ,B,sell,FALSE,29,296.850006,33138100,1.71445E+18,2024-04-30T11:19:30
MAHABANK,INE457A01014,4/30/2024,BSE,EQ,A,sell,FALSE,50,70.440002,66781000,1.71446E+18,2024-04-30T11:29:56
NIYOGIN,INE480D01010,5/2/2024,BSE,EQ,X,buy,FALSE,100,83.5,5076700,1.71462E+18,2024-05-02T10:14:16
IDFCFIRSTB,INE092T01019,5/2/2024,BSE,EQ,A,buy,FALSE,90,82.199997,3656100,1.71462E+18,2024-05-02T10:23:06
GMRINFRA,INE776C01039,5/2/2024,BSE,EQ,A,buy,FALSE,20,87.599998,6752500,1.71463E+18,2024-05-02T12:47:23
SOUTHBANK,INE683A01023,5/2/2024,NSE,EQ,EQ,buy,FALSE,200,30.950001,67187231,1.3E+15,2024-05-02T13:44:26
INTLCONV,INE575C01027,5/3/2024,BSE,EQ,B,sell,FALSE,130,93.949997,569900,1.71471E+18,2024-05-03T09:38:17
MAHABANK,INE457A01014,5/3/2024,NSE,EQ,EQ,sell,FALSE,22,68.449997,43748451,1.2E+15,2024-05-03T11:09:15
MAHABANK,INE457A01014,5/3/2024,NSE,EQ,EQ,sell,FALSE,28,68.449997,43748452,1.2E+15,2024-05-03T11:09:15
BEL,INE263A01024,5/3/2024,NSE,EQ,EQ,buy,FALSE,10,234.100006,4070946,1E+15,2024-05-03T11:22:00
POONAWALLA,INE511C01022,5/6/2024,BSE,EQ,A,sell,FALSE,40,483.450012,39777400,1.71497E+18,2024-05-06T09:49:38
TEXRAIL,INE621L01012,5/6/2024,BSE,EQ,A,sell,FALSE,86,173.449997,40272400,1.71497E+18,2024-05-06T09:50:17
TEXRAIL,INE621L01012,5/6/2024,BSE,EQ,A,sell,FALSE,14,173.399994,40272700,1.71497E+18,2024-05-06T09:50:17
TATASTEEL,INE081A01020,5/6/2024,NSE,EQ,EQ,sell,FALSE,40,165.550003,62106871,1.3E+15,2024-05-06T09:51:23
HBLPOWER,INE292B01021,5/6/2024,NSE,EQ,EQ,sell,FALSE,20,532.150024,22182542,1.1E+15,2024-05-06T09:51:30
BORORENEW,INE666D01022,5/7/2024,BSE,EQ,A,buy,FALSE,10,521.599976,32391100,1.71506E+18,2024-05-07T09:54:46
RKEC,INE786W01010,5/7/2024,NSE,EQ,EQ,buy,FALSE,100,90.75,62412631,1.3E+15,2024-05-07T10:28:53
RKEC,INE786W01010,5/7/2024,NSE,EQ,EQ,sell,FALSE,100,90.550003,62417248,1.3E+15,2024-05-07T10:29:07
IRCTC,INE335Y01020,5/7/2024,BSE,EQ,A,sell,FALSE,10,1008.650024,49651100,1.71506E+18,2024-05-07T10:35:27
MAHABANK,INE457A01014,5/7/2024,NSE,EQ,EQ,sell,FALSE,100,66.300003,42799757,1.2E+15,2024-05-07T10:39:47
MAPMYINDIA,INE0BV301023,5/7/2024,BSE,EQ,A,sell,FALSE,9,1901.650024,52128200,1.71506E+18,2024-05-07T10:40:12
MAPMYINDIA,INE0BV301023,5/7/2024,BSE,EQ,A,sell,FALSE,1,1902,52128000,1.71506E+18,2024-05-07T10:40:12
IRCON,INE962Y01021,5/7/2024,BSE,EQ,A,sell,FALSE,50,238.600006,63310300,1.71506E+18,2024-05-07T11:08:37
RVNL,INE415G01027,5/7/2024,BSE,EQ,A,sell,FALSE,60,271.399994,63384800,1.71506E+18,2024-05-07T11:08:49
IRFC,INE053F01010,5/7/2024,BSE,EQ,A,sell,FALSE,20,151.899994,63750000,1.71506E+18,2024-05-07T11:09:40
TATAPOWER,INE245A01021,5/7/2024,NSE,EQ,EQ,sell,FALSE,100,435.75,63991095,1.3E+15,2024-05-07T11:31:14
GAIL,INE129A01019,5/7/2024,NSE,EQ,EQ,sell,FALSE,171,193.100006,24466282,1.1E+15,2024-05-07T11:31:18
GAIL,INE129A01019,5/7/2024,NSE,EQ,EQ,sell,FALSE,10,193.100006,24466281,1.1E+15,2024-05-07T11:31:18
BHEL,INE257A01026,5/7/2024,BSE,EQ,A,sell,FALSE,100,282.049988,4792000,1.71506E+18,2024-05-07T11:31:23
JIOFIN,INE758E01017,5/7/2024,BSE,EQ,B,sell,FALSE,100,355.549988,45713800,1.71506E+18,2024-05-07T11:31:28
HDFCBANK,INE040A01034,5/7/2024,BSE,EQ,A,sell,FALSE,20,1507.650024,8074500,1.71506E+18,2024-05-07T11:33:25
HINDCOPPER,INE531E01026,5/7/2024,NSE,EQ,EQ,sell,FALSE,60,370.100006,24536000,1.1E+15,2024-05-07T11:34:05
TEJASNET,INE010J01012,5/7/2024,NSE,EQ,EQ,sell,FALSE,19,1047.400024,64070165,1.3E+15,2024-05-07T11:34:11
NATIONALUM,INE139A01034,5/7/2024,BSE,EQ,A,sell,FALSE,100,176.5,2801900,1.71506E+18,2024-05-07T11:34:23
NATIONALUM,INE139A01034,5/7/2024,BSE,EQ,A,sell,FALSE,22,176.550003,2801600,1.71506E+18,2024-05-07T11:34:23
ASTRAL,INE006I01046,5/7/2024,NSE,EQ,EQ,sell,FALSE,12,2058.550049,3679395,1E+15,2024-05-07T11:34:28
BSE,INE118H01025,5/7/2024,NSE,EQ,EQ,sell,FALSE,2,2798,3680543,1E+15,2024-05-07T11:34:32
BSE,INE118H01025,5/7/2024,NSE,EQ,EQ,sell,FALSE,1,2798,3680542,1E+15,2024-05-07T11:34:32
BSE,INE118H01025,5/7/2024,NSE,EQ,EQ,sell,FALSE,2,2798,3680541,1E+15,2024-05-07T11:34:32
IREDA,INE202E01016,5/7/2024,BSE,EQ,B,sell,FALSE,75,168.449997,9739700,1.71506E+18,2024-05-07T11:34:37
SAIL,INE114A01011,5/7/2024,BSE,EQ,A,sell,FALSE,70,157.75,3209500,1.71506E+18,2024-05-07T11:34:41
IRFC,INE053F01010,5/7/2024,BSE,EQ,A,sell,FALSE,94,150.600006,77169100,1.71506E+18,2024-05-07T11:35:33
IRFC,INE053F01010,5/7/2024,BSE,EQ,A,sell,FALSE,6,150.649994,77168400,1.71506E+18,2024-05-07T11:35:33
BHEL,INE257A01026,5/7/2024,BSE,EQ,A,buy,FALSE,100,280.200012,8367400,1.71507E+18,2024-05-07T13:30:14
IRCON,INE962Y01021,5/7/2024,BSE,EQ,A,buy,FALSE,50,235.300003,118387700,1.71507E+18,2024-05-07T13:30:33
TATAPOWER,INE245A01021,5/7/2024,NSE,EQ,EQ,buy,FALSE,100,438.799988,67484151,1.3E+15,2024-05-07T14:14:41
GAIL,INE129A01019,5/7/2024,NSE,EQ,EQ,buy,FALSE,181,194.350006,27948698,1.1E+15,2024-05-07T14:14:49
MAPMYINDIA,INE0BV301023,5/7/2024,BSE,EQ,A,buy,FALSE,6,1926.900024,130921500,1.71507E+18,2024-05-07T14:14:58
MAPMYINDIA,INE0BV301023,5/7/2024,BSE,EQ,A,buy,FALSE,4,1926.849976,130921300,1.71507E+18,2024-05-07T14:14:58
JIOFIN,INE758E01017,5/7/2024,BSE,EQ,B,buy,FALSE,100,357.049988,78746600,1.71507E+18,2024-05-07T14:15:04
TEJASNET,INE010J01012,5/7/2024,NSE,EQ,EQ,buy,FALSE,19,1094,67498641,1.3E+15,2024-05-07T14:15:30
MAHABANK,INE457A01014,5/7/2024,NSE,EQ,EQ,buy,FALSE,100,65.5,47969048,1.2E+15,2024-05-07T14:15:45
RVNL,INE415G01027,5/7/2024,BSE,EQ,A,buy,FALSE,60,268.399994,131168700,1.71507E+18,2024-05-07T14:15:54
NATIONALUM,INE139A01034,5/7/2024,BSE,EQ,A,buy,FALSE,122,177.75,5164800,1.71507E+18,2024-05-07T14:16:22
IRCTC,INE335Y01020,5/7/2024,BSE,EQ,A,buy,FALSE,2,998.75,131357600,1.71507E+18,2024-05-07T14:16:34
IRCTC,INE335Y01020,5/7/2024,BSE,EQ,A,buy,FALSE,8,998.799988,131357800,1.71507E+18,2024-05-07T14:16:34
ASTRAL,INE006I01046,5/7/2024,NSE,EQ,EQ,buy,FALSE,3,2057.050049,6443120,1E+15,2024-05-07T14:16:42
ASTRAL,INE006I01046,5/7/2024,NSE,EQ,EQ,buy,FALSE,2,2057.050049,6443121,1E+15,2024-05-07T14:16:42
ASTRAL,INE006I01046,5/7/2024,NSE,EQ,EQ,buy,FALSE,2,2057.050049,6443117,1E+15,2024-05-07T14:16:42
ASTRAL,INE006I01046,5/7/2024,NSE,EQ,EQ,buy,FALSE,3,2057.050049,6443118,1E+15,2024-05-07T14:16:42
ASTRAL,INE006I01046,5/7/2024,NSE,EQ,EQ,buy,FALSE,2,2057.050049,6443119,1E+15,2024-05-07T14:16:42
BSE,INE118H01025,5/7/2024,NSE,EQ,EQ,buy,FALSE,5,2795.350098,6444667,1E+15,2024-05-07T14:16:48
SAIL,INE114A01011,5/7/2024,BSE,EQ,A,buy,FALSE,70,157.100006,6699400,1.71507E+18,2024-05-07T14:16:58
HDFCBANK,INE040A01034,5/7/2024,BSE,EQ,A,buy,FALSE,20,1510,12022300,1.71507E+18,2024-05-07T14:17:05
IREDA,INE202E01016,5/7/2024,BSE,EQ,B,buy,FALSE,75,168.5,16711100,1.71507E+18,2024-05-07T14:17:10
IRFC,INE053F01010,5/7/2024,BSE,EQ,A,buy,FALSE,120,151.449997,131656800,1.71507E+18,2024-05-07T14:17:18
HINDCOPPER,INE531E01026,5/7/2024,NSE,EQ,EQ,buy,FALSE,60,369.899994,27998717,1.1E+15,2024-05-07T14:17:34
GAIL,INE129A01019,5/8/2024,BSE,EQ,A,buy,FALSE,1,196.600006,443600,1.71514E+18,2024-05-08T09:21:19
GAIL,INE129A01019,5/8/2024,BSE,EQ,A,buy,FALSE,9,196.649994,448600,1.71514E+18,2024-05-08T09:21:25
JIOFIN,INE758E01017,5/8/2024,BSE,EQ,B,buy,FALSE,20,360.549988,4640600,1.71514E+18,2024-05-08T09:21:48
MISHTANN,INE094S01041,5/8/2024,BSE,EQ,B,buy,FALSE,45,18.18,5196000,1.71514E+18,2024-05-08T09:46:10
GMRINFRA,INE776C01039,5/8/2024,BSE,EQ,A,buy,FALSE,30,80.730003,4967400,1.71514E+18,2024-05-08T11:26:54
VIJAYA,INE043W01024,5/8/2024,NSE,EQ,EQ,buy,FALSE,2,673.150024,66452486,1.3E+15,2024-05-08T14:24:52
SWANENERGY,INE665A01038,5/8/2024,NSE,EQ,EQ,buy,FALSE,10,572.700012,66842444,1.3E+15,2024-05-08T14:48:14
GAIL,INE129A01019,5/10/2024,NSE,EQ,EQ,buy,FALSE,19,193.399994,22353071,1.1E+15,2024-05-10T10:17:25
JIOFIN,INE758E01017,5/10/2024,BSE,EQ,B,buy,FALSE,10,343.25,24403600,1.71532E+18,2024-05-10T10:17:50
BEL,INE263A01024,5/10/2024,BSE,EQ,A,buy,FALSE,9,226.600006,4106100,1.71531E+18,2024-05-10T10:29:27
BEL,INE263A01024,5/10/2024,BSE,EQ,A,buy,FALSE,11,226.649994,4106300,1.71531E+18,2024-05-10T10:29:27
HINDCOPPER,INE531E01026,5/10/2024,BSE,EQ,A,buy,FALSE,40,364.75,3804800,1.71532E+18,2024-05-10T10:36:34
ASAHIINDIA,INE439A01020,5/10/2024,NSE,EQ,EQ,buy,FALSE,10,609.299988,4175251,1E+15,2024-05-10T12:31:45
VEDAVAAG,INE359B01010,5/14/2024,BSE,EQ,X,buy,FALSE,50,48.990002,482900,1.71566E+18,2024-05-14T09:19:17
MAHABANK,INE457A01014,5/14/2024,BSE,EQ,A,buy,FALSE,50,63.23,18667100,1.71566E+18,2024-05-14T09:31:02
TATAPOWER,INE245A01021,5/14/2024,BSE,EQ,A,buy,FALSE,30,422,1600000,1.71566E+18,2024-05-14T09:46:35
ASAHIINDIA,INE439A01020,5/14/2024,BSE,EQ,A,buy,FALSE,5,591.5,29220900,1.71566E+18,2024-05-14T09:49:17
JYOTISTRUC,INE197A01024,5/14/2024,BSE,EQ,T,buy,FALSE,200,26.879999,1902300,1.71566E+18,2024-05-14T10:04:22
YESBANK,INE528G01035,5/14/2024,NSE,EQ,EQ,buy,FALSE,100,22.549999,63039969,1.3E+15,2024-05-14T10:59:20
SJVN,INE002L01015,5/15/2024,NSE,EQ,EQ,buy,FALSE,50,130.300003,60469026,1.3E+15,2024-05-15T09:21:10
NIYOGIN,INE480D01010,5/15/2024,BSE,EQ,X,buy,FALSE,20,73.690002,2321600,1.71574E+18,2024-05-15T09:52:09
RKEC,INE786W01010,5/15/2024,NSE,EQ,EQ,buy,FALSE,10,91.349998,61567675,1.3E+15,2024-05-15T09:53:13
MANGIND,INE717C01025,5/15/2024,BSE,EQ,X,buy,FALSE,100,4.46,4054100,1.71574E+18,2024-05-15T09:53:27
VIJAYA,INE043W01024,5/16/2024,BSE,EQ,A,sell,FALSE,2,787.200012,86548300,1.71584E+18,2024-05-16T12:52:12
MTARTECH,INE864I01014,5/17/2024,NSE,EQ,EQ,buy,FALSE,6,1877.949951,40755931,1.2E+15,2024-05-17T09:27:13
TATAMOTORS,INE155A01022,5/17/2024,NSE,EQ,EQ,buy,FALSE,5,946.450012,62921862,1.3E+15,2024-05-17T10:58:35
ESTER,INE778B01029,5/17/2024,NSE,EQ,EQ,buy,FALSE,1,124.949997,24586543,1.1E+15,2024-05-17T12:18:04
ESTER,INE778B01029,5/17/2024,NSE,EQ,EQ,buy,FALSE,1,124.949997,24586542,1.1E+15,2024-05-17T12:18:04
ESTER,INE778B01029,5/17/2024,NSE,EQ,EQ,buy,FALSE,20,124.949997,24586544,1.1E+15,2024-05-17T12:18:04
ESTER,INE778B01029,5/17/2024,NSE,EQ,EQ,buy,FALSE,10,125,24586547,1.1E+15,2024-05-17T12:18:04
ESTER,INE778B01029,5/17/2024,NSE,EQ,EQ,buy,FALSE,17,125,24586545,1.1E+15,2024-05-17T12:18:04
ESTER,INE778B01029,5/17/2024,NSE,EQ,EQ,buy,FALSE,1,125,24586546,1.1E+15,2024-05-17T12:18:04
IRB,INE821I01022,5/21/2024,NSE,EQ,EQ,buy,FALSE,80,68.900002,20112380,1.1E+15,2024-05-21T09:15:10
ASTRAL,INE006I01046,5/21/2024,NSE,EQ,EQ,sell,FALSE,5,2069.850098,4917184,1E+15,2024-05-21T12:07:41
ASTRAL,INE006I01046,5/21/2024,NSE,EQ,EQ,sell,FALSE,7,2069.850098,4917185,1E+15,2024-05-21T12:07:41
