symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
BORORENEW,INE666D01022,2022-04-07,BSE,EQ,A,sell,false,1.000000,672.000000,30538500,1649303314104885912,2022-04-07T09:43:59
BORORENEW,INE666D01022,2022-04-07,BSE,EQ,A,sell,false,1.000000,672.000000,30538700,1649303314104885912,2022-04-07T09:43:59
BORORENEW,INE666D01022,2022-04-07,BSE,EQ,A,sell,false,6.000000,676.849976,32772100,1649304592903463826,2022-04-07T09:47:09
NIFTYBEES,INF204KB14I2,2022-04-07,BSE,EQ,B,buy,false,16.000000,191.690002,2855900,1649303100011276451,2022-04-07T10:33:37
WEBELSOLAR,INE855C01015,2022-04-12,BSE,EQ,B,sell,false,70.000000,120.099998,5889600,1649735253082323690,2022-04-12T09:21:58
PARAS,INE045601015,2022-04-12,BSE,EQ,B,sell,false,8.000000,711.400024,6670100,1649735253082524093,2022-04-12T09:23:18
IDFCFIRSTB,INE092T01019,2022-04-12,NSE,EQ,EQ,sell,false,346.000000,41.549999,25441728,1100000001545367,2022-04-12T09:24:10
IDFCFIRSTB,INE092T01019,2022-04-12,NSE,EQ,EQ,sell,false,417.000000,41.549999,25441729,1100000001545367,2022-04-12T09:24:10
IDFCFIRSTB,INE092T01019,2022-04-12,NSE,EQ,EQ,sell,false,187.000000,41.549999,25441727,1100000001545367,2022-04-12T09:24:10
TATAELXSI,INE670A01012,2022-04-12,NSE,EQ,EQ,sell,false,1.000000,8622.099609,75532023,1300000001800930,2022-04-12T09:25:07
PRAJIND,INE074A01025,2022-04-12,NSE,EQ,EQ,sell,false,3.000000,403.200012,51871951,1200000007410389,2022-04-12T10:34:04
PRAJIND,INE074A01025,2022-04-12,NSE,EQ,EQ,sell,false,15.000000,403.250000,51871950,1200000007410389,2022-04-12T10:34:04
PRAJIND,INE074A01025,2022-04-12,NSE,EQ,EQ,sell,false,1.000000,403.299988,51871949,1200000007410389,2022-04-12T10:34:04
DWARKESH,INE366A01041,2022-04-12,NSE,EQ,EQ,sell,false,49.000000,134.500000,27130039,1100000007231142,2022-04-12T10:34:35
ALKYLAMINE,INE150B01039,2022-04-12,BSE,EQ,A,sell,false,4.000000,3266.399902,56047300,1649739544040088953,2022-04-12T10:34:45
BSE,INE118H01025,2022-04-12,NSE,EQ,EQ,sell,false,6.000000,886.400024,1940937,1000000006849504,2022-04-12T10:35:01
BALKRISIND,INE787D01026,2022-04-12,NSE,EQ,EQ,sell,false,9.000000,2080.000000,1946759,1000000006874791,2022-04-12T10:35:29
POONAWALLA,INE511C01022,2022-04-13,BSE,EQ,A,buy,false,25.000000,329.000000,39500,1649820600020039150,2022-04-13T09:07:11
MSTC,INE255X01014,2022-04-13,BSE,EQ,A,sell,false,20.000000,350.299988,44902400,1649825914842294625,2022-04-13T10:37:04
GOLDBEES,INF204KB17I5,2022-04-13,BSE,EQ,E,buy,false,100.000000,45.700001,234300,1649821500023011997,2022-04-13T10:38:14
MTARTECH,INE864I01014,2022-04-19,NSE,EQ,EQ,buy,false,2.000000,1729.000000,52414531,1200000010019104,2022-04-19T11:24:55
MTARTECH,INE864I01014,2022-04-19,NSE,EQ,EQ,buy,false,1.000000,1688.300049,55532049,1200000023045689,2022-04-19T15:16:47
CDSL,INE736A01011,2022-04-22,NSE,EQ,EQ,buy,false,1.000000,1433.000000,1394513,1000000004802935,2022-04-22T10:05:06
POONAWALLA,INE511C01022,2022-04-22,BSE,EQ,A,sell,false,25.000000,332.450012,36118900,1650602780229228748,2022-04-22T10:22:40
BORORENEW,INE666D01022,2022-04-22,NSE,EQ,EQ,sell,false,5.000000,762.500000,1825344,1000000006217350,2022-04-22T10:31:03
BORORENEW,INE666D01022,2022-04-22,NSE,EQ,EQ,sell,false,5.000000,768.250000,1834776,1000000006249225,2022-04-22T10:31:37
MTARTECH,INE864I01014,2022-04-25,BSE,EQ,A,buy,false,2.000000,1693.150024,39200200,1650860706581471687,2022-04-25T10:06:55
LT,INE018A01030,2022-04-25,BSE,EQ,A,buy,false,2.000000,1671.800049,2480500,1650857400070427726,2022-04-25T10:07:14
GREAVESCOT,INE224A01026,2022-04-26,NSE,EQ,EQ,buy,false,20.000000,182.000000,25879168,1100000003113699,2022-04-26T09:43:34
BRIGADE,INE791I01019,2022-04-26,BSE,EQ,A,buy,false,1.000000,463.149994,16992400,1650945956644465595,2022-04-26T09:44:07
CDSL,INE736A01011,2022-04-28,NSE,EQ,EQ,buy,false,1.000000,1390.550049,4099574,1000000017336468,2022-04-28T14:02:25
CDSL,INE736A01011,2022-04-28,NSE,EQ,EQ,buy,false,2.000000,1390.750000,4099576,1000000017336468,2022-04-28T14:02:25
CDSL,INE736A01011,2022-04-28,NSE,EQ,EQ,buy,false,2.000000,1390.550049,4099575,1000000017336468,2022-04-28T14:02:25
ASAL,INE900C01027,2022-04-29,BSE,EQ,T,buy,false,2.000000,546.400024,689300,1651203000003017452,2022-04-29T09:51:45
IEX,INE022Q01020,2022-05-02,NSE,EQ,EQ,buy,false,20.000000,209.449997,28713814,1100000013789602,2022-05-02T13:07:20
CDSL,INE736A01011,2022-05-02,NSE,EQ,EQ,buy,false,5.000000,1310.000000,2944891,1000000013682390,2022-05-02T13:07:43
CDSL,INE736A01011,2022-05-04,NSE,EQ,EQ,buy,false,5.000000,1308.000000,518228,1000000001962278,2022-05-04T09:29:47
TATACHEM,INE092A01019,2022-05-04,NSE,EQ,EQ,buy,false,1.000000,1043.000000,76016786,1300000003679339,2022-05-04T09:42:12
IDFCFIRSTB,INE092T01019,2022-05-05,BSE,EQ,A,buy,false,150.000000,40.000000,6287900,1651721400017722160,2022-05-05T13:22:15
GREAVESCOT,INE224A01026,2022-05-06,BSE,EQ,A,buy,false,20.000000,152.350006,3000200,1651807800084669046,2022-05-06T10:30:44
ZENTEC,INE251B01027,2022-05-06,BSE,EQ,B,buy,false,5.000000,184.949997,6347400,1651807800047808772,2022-05-06T10:34:06
ZENTEC,INE251B01027,2022-05-06,BSE,EQ,B,buy,false,5.000000,185.000000,6347600,1651807800047808772,2022-05-06T10:34:06
LT,INE018A01030,2022-05-06,BSE,EQ,A,buy,false,1.000000,1625.800049,3610600,1651807800117838150,2022-05-06T10:35:14
TIPSINDLTD,INE716B01011,2022-05-06,NSE,EQ,BE,buy,false,1.000000,1756.199951,77454876,1300000010188186,2022-05-06T10:54:51
SAREGAMA,INE979A01025,2022-05-06,BSE,EQ,A,buy,false,5.000000,398.200012,61010900,1651815243152222335,2022-05-06T11:11:41
NIFTYBEES,INF204KB14I2,2022-05-06,BSE,EQ,B,buy,false,24.000000,177.729996,5949200,1651808700010670136,2022-05-06T12:55:05
GAEL,INE036B01030,2022-05-06,NSE,EQ,EQ,buy,false,1.000000,312.200012,29084883,1100000017826405,2022-05-06T13:26:26
IEX,INE022Q01020,2022-05-09,NSE,EQ,EQ,buy,false,20.000000,199.449997,27793251,1100000012334913,2022-05-09T12:05:14
PRAJIND,INE074A01025,2022-05-09,BSE,EQ,A,buy,false,5.000000,373.299988,78212000,1652078414891668711,2022-05-09T12:29:21
BSE,INE118H01025,2022-05-09,NSE,EQ,EQ,buy,false,9.000000,805.849976,3439666,1000000014345985,2022-05-09T12:29:39
IEX,INE022Q01020,2022-05-09,NSE,EQ,EQ,buy,false,10.000000,202.800003,28440287,1100000015601315,2022-05-09T13:03:27
CDSL,INE736A01011,2022-05-09,NSE,EQ,EQ,buy,false,5.000000,1183.849976,4355936,1000000019309534,2022-05-09T13:57:12
TRIDENT,INE064C01022,2022-05-09,NSE,EQ,EQ,buy,false,50.000000,48.900002,79527461,1300000019553690,2022-05-09T13:58:03
TATAMOTORS,INE155A01022,2022-05-10,NSE,EQ,EQ,buy,false,4.000000,403.899994,76985539,1300000008011371,2022-05-10T10:48:32
PIDILITIND,INE318A01026,2022-05-10,BSE,EQ,A,buy,false,2.000000,2214.199951,2284200,1652153400007383167,2022-05-10T10:51:12
GUJALKALI,INE186A01019,2022-05-10,NSE,EQ,EQ,buy,false,1.000000,911.400024,27004753,1100000009080219,2022-05-10T11:18:40
GUJALKALI,INE186A01019,2022-05-10,NSE,EQ,EQ,buy,false,4.000000,911.450012,27004754,1100000009080219,2022-05-10T11:18:40
IEX,INE022Q01020,2022-05-12,BSE,EQ,A,buy,false,10.000000,189.300003,5540100,1652326200071493968,2022-05-12T09:57:21
TRIDENT,INE064C01022,2022-05-12,NSE,EQ,EQ,buy,false,50.000000,45.849998,76810753,1300000007389704,2022-05-12T10:29:39
CDSL,INE736A01011,2022-05-12,NSE,EQ,EQ,buy,false,2.000000,1084.250000,1499329,1000000007075441,2022-05-12T10:30:55
CDSL,INE736A01011,2022-05-12,NSE,EQ,EQ,buy,false,3.000000,1084.199951,1499328,1000000007075441,2022-05-12T10:30:55
LATENTVIEW,INE0I7C01011,2022-05-12,NSE,EQ,EQ,buy,false,15.000000,394.950012,55383627,1200000025414290,2022-05-12T15:22:24
TATAPOWER,INE245A01021,2022-05-16,NSE,EQ,EQ,buy,false,10.000000,224.850006,75807118,1300000003055348,2022-05-16T09:39:32
SAREGAMA,INE979A01025,2022-05-16,BSE,EQ,A,buy,false,5.000000,393.200012,16714100,1652673873070271682,2022-05-16T09:40:01
BRIGADE,INE791I01019,2022-05-16,NSE,EQ,EQ,buy,false,10.000000,418.799988,819329,1000000003081218,2022-05-16T09:40:31
PRAJIND,INE074A01025,2022-05-16,NSE,EQ,EQ,buy,false,14.000000,336.350006,50584827,1200000002837085,2022-05-16T09:41:28
GREAVESCOT,INE224A01026,2022-05-16,BSE,EQ,A,buy,false,10.000000,147.399994,1175800,1652671800109402072,2022-05-16T09:49:25
IEX,INE022Q01020,2022-05-16,NSE,EQ,EQ,buy,false,10.000000,189.649994,25969183,1100000004348432,2022-05-16T09:56:46
LICI,INE0J1Y01017,2022-05-17,NSE,EQ,EQ,buy,false,1.000000,911.599976,51205518,1200000004838386,2022-05-17T10:03:42
LICI,INE0J1Y01017,2022-05-17,NSE,EQ,EQ,buy,false,1.000000,893.500000,52901376,1200000012189332,2022-05-17T11:58:55
NIFTYBEES,INF204KB14I2,2022-05-17,NSE,EQ,EQ,buy,false,4.000000,175.360001,53455540,1200000014914193,2022-05-17T12:55:39
CENTURYTEX,INE055A01016,2022-05-20,NSE,EQ,EQ,buy,false,2.000000,726.150024,1160938,1000000005158562,2022-05-20T10:30:39
TATACHEM,INE092A01019,2022-05-30,NSE,EQ,EQ,buy,false,4.000000,949.500000,76236097,1300000005371323,2022-05-30T10:18:26
CDSL,INE736A01011,2022-05-30,NSE,EQ,EQ,buy,false,1.000000,1121.550049,1096082,1000000005107805,2022-05-30T10:19:18
NIFTYBEES,INF204KB14I2,2022-05-30,NSE,EQ,EQ,buy,false,1.000000,180.500000,52227586,1200000010100724,2022-05-30T11:41:36
NAZARA,INE418L01021,2022-06-01,BSE,EQ,B,buy,false,2.000000,1203.250000,9601600,1654056648070100932,2022-06-01T09:48:38
PRAJIND,INE074A01025,2022-06-01,BSE,EQ,A,buy,false,5.000000,343.149994,29553600,1654057076218409347,2022-06-01T09:58:44
DWARKESH,INE366A01041,2022-06-01,NSE,EQ,EQ,buy,false,4.000000,111.199997,26169947,1100000004742921,2022-06-01T10:01:56
BALRAMCHIN,INE119A01028,2022-06-01,NSE,EQ,EQ,buy,false,4.000000,405.600006,1145832,1000000004811051,2022-06-01T10:02:09
LICI,INE0J1Y01017,2022-06-01,BSE,EQ,A,buy,false,3.000000,815.400024,1590200,1654054200012310099,2022-06-01T10:02:25
ASAL,INE900C01027,2022-06-01,BSE,EQ,T,buy,false,3.000000,419.950012,1589000,1654054200000018224,2022-06-01T10:02:50
CDSL,INE736A01011,2022-06-07,NSE,EQ,EQ,buy,false,2.000000,1151.300049,1475025,1000000006641128,2022-06-07T11:05:22
IEX,INE022Q01020,2022-06-07,BSE,EQ,A,buy,false,10.000000,178.300003,4512600,1654572600070773613,2022-06-07T11:05:37
IEX,INE022Q01020,2022-06-09,BSE,EQ,A,buy,false,5.000000,183.699997,4868600,1654745400087669720,2022-06-09T10:59:19
SAREGAMA,INE979A01025,2022-06-14,BSE,EQ,A,buy,false,10.000000,383.000000,7287900,1655178637503032248,2022-06-14T09:24:30
PRAJIND,INE074A01025,2022-06-14,BSE,EQ,A,buy,false,3.000000,306.850006,7538300,1655178637503338367,2022-06-14T09:24:58
TRIDENT,INE064C01022,2022-06-14,BSE,EQ,A,buy,false,10.000000,41.549999,8011900,1655177400000295547,2022-06-14T09:25:40
CDSL,INE736A01011,2022-06-21,NSE,EQ,EQ,buy,false,1.000000,1107.000000,584975,1000000002798121,2022-06-21T09:44:42
CENTURYTEX,INE055A01016,2022-06-21,NSE,EQ,EQ,buy,false,1.000000,735.500000,590020,1000000002825307,2022-06-21T09:45:07
IEX,INE022Q01020,2022-06-21,BSE,EQ,A,buy,false,1.000000,173.149994,1979100,1655782200013375162,2022-06-21T09:59:17
TRIDENT,INE064C01022,2022-06-21,BSE,EQ,A,buy,false,1.000000,34.099998,26653000,1655785628077126752,2022-06-21T10:00:22
IEX,INE022Q01020,2022-06-21,BSE,EQ,A,buy,false,5.000000,173.300003,2029700,1655782200013377509,2022-06-21T10:01:23
TRIDENT,INE064C01022,2022-06-21,BSE,EQ,A,buy,false,4.000000,34.349998,27801300,1655785628077298585,2022-06-21T10:03:05
NIFTYBEES,INF204KB14I2,2022-06-30,BSE,EQ,B,buy,false,10.000000,171.960007,920400,1656560700019201987,2022-06-30T10:36:15
TRIDENT,INE064C01022,2022-06-30,BSE,EQ,A,buy,false,15.000000,38.400002,25629000,1656561105646665850,2022-06-30T10:37:17
IEX,INE022Q01020,2022-06-30,NSE,EQ,EQ,buy,false,9.000000,158.800003,26349064,1100000006131179,2022-06-30T10:37:29
GAEL,INE036B01030,2022-06-30,NSE,EQ,EQ,buy,false,4.000000,277.799988,26353767,1100000006159056,2022-06-30T10:38:00
IEX,INE022Q01020,2022-06-30,NSE,EQ,EQ,buy,false,9.000000,159.399994,26440466,1100000006576352,2022-06-30T10:46:06
IEX,INE022Q01020,2022-06-30,NSE,EQ,EQ,buy,false,1.000000,159.399994,26442542,1100000006588418,2022-06-30T10:46:19
CDSL,INE736A01011,2022-06-30,NSE,EQ,EQ,buy,false,1.000000,1117.400024,1137384,1000000006288626,2022-06-30T10:46:40
ZENTEC,INE251B01027,2022-06-30,NSE,EQ,EQ,buy,false,10.000000,173.949997,76590471,1300000007279777,2022-06-30T10:47:05
NIFTYBEES,INF204KB14I2,2022-06-30,BSE,EQ,B,buy,false,4.000000,172.240005,1021400,1656560700019208089,2022-06-30T10:47:36
DMART,INE192R01011,2022-07-01,NSE,EQ,EQ,buy,false,1.000000,3372.750000,26586717,1100000008422197,2022-07-01T11:23:18
TATACHEM,INE092A01019,2022-07-05,NSE,EQ,EQ,buy,false,5.000000,811.250000,75612882,1300000002702681,2022-07-05T09:40:13
SAREGAMA,INE979A01025,2022-07-05,BSE,EQ,A,buy,false,5.000000,366.850006,20072200,1656995620806246086,2022-07-05T10:08:47
NIFTYBEES,INF204KB14I2,2022-07-07,NSE,EQ,EQ,buy,false,4.000000,174.990005,51550074,1200000006817569,2022-07-07T11:17:04
DWARKESH,INE366A01041,2022-07-26,NSE,EQ,EQ,buy,false,8.000000,114.900002,25967539,1100000004398779,2022-07-26T10:04:11
DWARKESH,INE366A01041,2022-07-26,NSE,EQ,EQ,buy,false,2.000000,114.900002,25967540,1100000004398779,2022-07-26T10:04:11
BALRAMCHIN,INE119A01028,2022-07-26,BSE,EQ,A,buy,false,5.000000,375.700012,757300,1658806200049206504,2022-07-26T10:04:30
THYROCARE,INE594H01019,2022-07-26,NSE,EQ,EQ,buy,false,5.000000,627.500000,76253240,1300000005305749,2022-07-26T10:05:18
GREAVESCOT,INE224A01026,2022-07-26,BSE,EQ,A,buy,false,5.000000,161.449997,1013300,1658806200051357839,2022-07-26T10:07:31
TIPSINDLTD,INE716B01011,2022-07-28,BSE,EQ,B,sell,false,1.000000,1806.050049,15164100,1658985332986386232,2022-07-28T11:06:28
YESBANK,INE528G01035,2022-07-28,NSE,EQ,EQ,buy,false,100.000000,14.700000,77148632,1300000008776022,2022-07-28T11:07:44
TRIDENT,INE064C01022,2022-07-28,BSE,EQ,A,buy,false,20.000000,38.049999,53181700,1658980378467367679,2022-07-28T11:08:25
TATAPOWER,INE245A01021,2022-07-28,NSE,EQ,EQ,buy,false,10.000000,221.199997,77177728,1300000008891377,2022-07-28T11:09:32
PRAJIND,INE074A01025,2022-08-01,BSE,EQ,A,buy,false,1.000000,402.600006,65320800,1659332887756227978,2022-08-01T11:27:32
PRAJIND,INE074A01025,2022-08-01,BSE,EQ,A,buy,false,1.000000,402.649994,65321000,1659332887756227978,2022-08-01T11:27:32
MTARTECH,INE864I01014,2022-08-01,BSE,EQ,A,buy,false,1.000000,1318.099976,73505300,1659334570001187361,2022-08-01T12:00:25
BSE,INE118H01025,2022-08-01,NSE,EQ,EQ,buy,false,1.000000,691.349976,2176044,1000000010611462,2022-08-01T12:00:47
TCS,INE467B01029,2022-08-01,NSE,EQ,EQ,buy,false,2.000000,3298.050049,78296093,1300000012755690,2022-08-01T12:01:01
CENTURYTEX,INE055A01016,2022-08-01,NSE,EQ,EQ,sell,false,1.000000,835.049988,2929395,1000000013825076,2022-08-01T13:27:16
CENTURYTEX,INE055A01016,2022-08-01,NSE,EQ,EQ,sell,false,1.000000,835.049988,2929394,1000000013825076,2022-08-01T13:27:16
CENTURYTEX,INE055A01016,2022-08-01,NSE,EQ,EQ,sell,false,1.000000,835.049988,2929393,1000000013825076,2022-08-01T13:27:16
IDFCFIRSTB,INE092T01019,2022-08-01,BSE,EQ,A,buy,false,25.000000,42.299999,16876200,1659342259708109308,2022-08-01T14:03:27
CDSL,INE736A01011,2022-08-01,NSE,EQ,EQ,buy,false,1.000000,1164.000000,3223548,1000000015125545,2022-08-01T14:04:27
LXCHEM,INE576O01020,2022-08-02,NSE,EQ,EQ,buy,false,3.000000,319.299988,50356866,1200000001435913,2022-08-02T09:23:51
IEX,INE022Q01020,2022-08-02,BSE,EQ,A,buy,false,1.000000,165.600006,3418900,1659411000007508194,2022-08-02T10:12:09
ZOMATO,INE758T01015,2022-08-03,NSE,EQ,EQ,buy,false,1.000000,54.349998,77260138,1300000008289693,2022-08-03T10:48:05
LXCHEM,INE576O01020,2022-08-05,BSE,EQ,A,buy,false,17.000000,314.149994,61682600,1659679915744266987,2022-08-05T11:56:34
SAREGAMA,INE979A01025,2022-08-05,BSE,EQ,A,buy,false,2.000000,408.700012,61752300,1659679915744302624,2022-08-05T11:56:52
SAREGAMA,INE979A01025,2022-08-05,BSE,EQ,A,buy,false,3.000000,408.750000,61752500,1659679915744302624,2022-08-05T11:56:52
ITC,INE154A01025,2022-08-05,NSE,EQ,EQ,buy,false,8.000000,310.850006,27467578,1100000011877646,2022-08-05T11:58:21
ZOMATO,INE758T01015,2022-08-05,NSE,EQ,EQ,buy,false,2.000000,58.450001,78349774,1300000014569773,2022-08-05T13:28:44
DEEPAKNTR,INE288B01029,2022-08-05,NSE,EQ,EQ,buy,false,2.000000,2036.800049,28560569,1100000016858748,2022-08-05T13:36:40
ASAHIINDIA,INE439A01020,2022-08-05,NSE,EQ,EQ,buy,false,8.000000,574.049988,2649140,1000000013047402,2022-08-05T13:37:48
ASAHIINDIA,INE439A01020,2022-08-05,NSE,EQ,EQ,buy,false,1.000000,574.049988,2649141,1000000013047402,2022-08-05T13:37:48
ASAHIINDIA,INE439A01020,2022-08-05,NSE,EQ,EQ,buy,false,1.000000,574.049988,2649139,1000000013047402,2022-08-05T13:37:48
TATAELXSI,INE670A01012,2022-08-05,NSE,EQ,EQ,sell,false,1.000000,9287.000000,78827072,1300000017121842,2022-08-05T14:09:29
CDSL,INE736A01011,2022-08-08,NSE,EQ,EQ,buy,false,1.000000,1166.500000,1431039,1000000007018137,2022-08-08T11:00:39
CDSL,INE736A01011,2022-08-08,NSE,EQ,EQ,buy,false,3.000000,1166.449951,1431038,1000000007018137,2022-08-08T11:00:39
IEX,INE022Q01020,2022-08-08,NSE,EQ,EQ,buy,false,9.000000,165.949997,26567188,1100000007167284,2022-08-08T11:01:20
NAZARA,INE418L01021,2022-08-08,NSE,EQ,EQ,buy,false,5.000000,661.799988,51684973,1200000008361668,2022-08-08T11:01:43
HDFCBANK,INE040A01034,2022-08-08,NSE,EQ,EQ,buy,false,2.000000,1457.000000,27555413,1100000011350249,2022-08-08T12:49:27
TRIDENT,INE064C01022,2022-08-10,BSE,EQ,A,buy,false,30.000000,37.700001,326608300,1660103824077828886,2022-08-10T09:44:22
TATAMOTORS,INE155A01022,2022-08-10,NSE,EQ,EQ,buy,false,1.000000,466.799988,77494761,1300000010173382,2022-08-10T11:34:20
ZENTEC,INE251B01027,2022-08-12,NSE,EQ,EQ,buy,false,2.000000,184.100006,75953707,1300000003907497,2022-08-12T09:52:53
RELAXO,INE131B01039,2022-08-12,NSE,EQ,EQ,buy,false,2.000000,1006.000000,77633271,1300000010684534,2022-08-12T12:10:56
RELAXO,INE131B01039,2022-08-12,NSE,EQ,EQ,buy,false,3.000000,1006.400024,77633272,1300000010684534,2022-08-12T12:10:56
TATAMOTORS,INE155A01022,2022-08-16,NSE,EQ,EQ,buy,false,4.000000,490.399994,80129582,1300000023543604,2022-08-16T15:27:42
TATAPOWER,INE245A01021,2022-08-16,BSE,EQ,A,buy,false,10.000000,236.699997,5908600,1660640786356300738,2022-08-16T15:28:09
GOLDBEES,INF204KB17I5,2022-08-17,BSE,EQ,E,sell,false,300.000000,44.599998,604300,1660707900015013530,2022-08-17T13:25:24
ZENSARTECH,INE520A01027,2022-08-18,NSE,EQ,EQ,buy,false,21.000000,239.149994,75587676,1300000002097420,2022-08-18T09:27:07
BORORENEW,INE666D01022,2022-08-18,NSE,EQ,EQ,buy,false,9.000000,597.250000,405095,1000000001653656,2022-08-18T09:28:03
RTNINDIA,INE834M01019,2022-08-18,NSE,EQ,EQ,buy,false,100.000000,50.200001,75650080,1300000002329710,2022-08-18T09:29:13
PARAS,INE045601015,2022-08-18,NSE,EQ,EQ,buy,false,5.000000,649.150024,50440432,1200000001925894,2022-08-18T09:29:28
IEX,INE022Q01020,2022-08-18,NSE,EQ,EQ,buy,false,1.000000,173.800003,25948700,1100000003884341,2022-08-18T09:49:01
LXCHEM,INE576O01020,2022-08-18,NSE,EQ,EQ,buy,false,15.000000,344.899994,51621647,1200000007622179,2022-08-18T10:58:16
GAEL,INE036B01030,2022-08-18,BSE,EQ,A,sell,false,5.000000,290.850006,84047200,1660801138922127059,2022-08-18T11:16:00
DIXON,INE935N01020,2022-08-18,BSE,EQ,A,sell,false,1.000000,4082.000000,84469400,1660799300729882746,2022-08-18T11:17:17
ALKYLAMINE,INE150B01039,2022-08-18,BSE,EQ,A,sell,false,1.000000,3050.000000,84688200,1660801138922265150,2022-08-18T11:17:51
IDFCFIRSTB,INE092T01019,2022-08-18,NSE,EQ,EQ,sell,false,25.000000,45.450001,27390233,1100000010060891,2022-08-18T11:39:49
CDSL,INE736A01011,2022-08-18,NSE,EQ,EQ,buy,false,2.000000,1216.699951,2227724,1000000009854921,2022-08-18T12:18:27
IEX,INE022Q01020,2022-08-18,NSE,EQ,EQ,buy,false,20.000000,168.850006,27781068,1100000011860106,2022-08-18T12:18:45
