symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
AMARAJABAT,INE885A01032,4/12/2021,NSE,EQ,EQ,buy,FALSE,5,802.650024,1579336,1.00E+15,2021-04-12T09:50:47
ASHOKLEY,INE208A01029,4/12/2021,BSE,EQ,A,buy,FALSE,5,115.349998,4388000,1.62E+18,2021-04-12T09:56:34
KARURVYSYA,INE036D01028,4/12/2021,BSE,EQ,B,buy,FALSE,8,55.900002,624900,1.62E+18,2021-04-12T09:57:12
RAILTEL,INE0DD101019,4/12/2021,NSE,EQ,EQ,buy,FALSE,5,116.800003,76696988,1.30E+15,2021-04-12T09:57:31
COALINDIA,INE522F01014,4/12/2021,BSE,EQ,A,buy,FALSE,8,126,3660400,1.62E+18,2021-04-12T10:11:07
INDIGO,INE646L01027,4/12/2021,NSE,EQ,EQ,buy,FALSE,5,1569.75,27132257,1.10E+15,2021-04-12T10:28:11
ALKALI,INE773I01017,4/12/2021,BSE,EQ,B,buy,FALSE,10,53.450001,1426400,1.62E+18,2021-04-12T12:38:27
ALKALI,INE773I01017,4/12/2021,BSE,EQ,B,buy,FALSE,20,53.400002,1426200,1.62E+18,2021-04-12T12:38:27
ONGC,INE213A01029,4/12/2021,BSE,EQ,A,buy,FALSE,10,98.150002,8066900,1.62E+18,2021-04-12T12:40:11
INDIGO,INE646L01027,4/12/2021,NSE,EQ,EQ,buy,FALSE,2,1561,29397735,1.10E+15,2021-04-12T12:50:27
TATACONSUM,INE192A01025,4/12/2021,NSE,EQ,EQ,buy,FALSE,1,658.849976,80080946,1.30E+15,2021-04-12T12:54:58
IDFCFIRSTB,INE092T01019,4/13/2021,NSE,EQ,EQ,buy,FALSE,9,52.099998,25802261,1.10E+15,2021-04-13T09:44:45
IDFCFIRSTB,INE092T01019,4/13/2021,NSE,EQ,EQ,buy,FALSE,11,52.400002,25914695,1.10E+15,2021-04-13T09:51:07
IDFCFIRSTB,INE092T01019,4/13/2021,NSE,EQ,EQ,buy,FALSE,5,52.400002,25924217,1.10E+15,2021-04-13T09:51:38
TATAMOTORS,INE155A01022,4/13/2021,BSE,EQ,A,buy,FALSE,5,289.200012,4097800,1.62E+18,2021-04-13T09:52:42
SPICEJET,INE285B01017,4/13/2021,NSE,EQ,EQ,buy,FALSE,10,68.300003,76141140,1.30E+15,2021-04-13T09:52:53
M&M,INE101A01026,4/13/2021,NSE,EQ,EQ,buy,FALSE,2,782,50859097,1.20E+15,2021-04-13T09:57:34
RAILTEL,INE0DD101019,4/13/2021,BSE,EQ,B,buy,FALSE,4,117.150002,2448600,1.62E+18,2021-04-13T10:07:41
CUPID,INE509F01011,4/15/2021,NSE,EQ,EQ,buy,FALSE,4,217.949997,1286483,1.00E+15,2021-04-15T09:59:01
CUPID,INE509F01011,4/15/2021,NSE,EQ,EQ,buy,FALSE,1,217.899994,1286482,1.00E+15,2021-04-15T09:59:01
MEGH,INE974H01013,4/15/2021,NSE,EQ,EQ,buy,FALSE,5,119.849998,51024530,1.20E+15,2021-04-15T09:59:44
WIPRO,INE075A01022,4/15/2021,NSE,EQ,EQ,buy,FALSE,1,431.799988,76295823,1.30E+15,2021-04-15T10:00:13
TATAPOWER,INE245A01021,4/15/2021,NSE,EQ,EQ,buy,FALSE,4,93.849998,76901599,1.30E+15,2021-04-15T10:40:38
MOTHERSUMI,INE775A01035,4/16/2021,NSE,EQ,EQ,buy,FALSE,5,209.449997,50002669,1.20E+15,2021-04-16T09:07:04
MOTHERSUMI,INE775A01035,4/16/2021,NSE,EQ,EQ,buy,FALSE,5,208.5,50662338,1.20E+15,2021-04-16T09:51:43
ONGC,INE213A01029,4/16/2021,BSE,EQ,A,buy,FALSE,8,106.550003,976800,1.62E+18,2021-04-16T10:05:36
EXIDEIND,INE302A01020,4/16/2021,BSE,EQ,A,buy,FALSE,5,177.649994,1132300,1.62E+18,2021-04-16T10:06:22
M&MFIN,INE774D01024,4/16/2021,BSE,EQ,A,buy,FALSE,3,173.649994,1094300,1.62E+18,2021-04-16T10:10:01
VIMTALABS,INE579C01029,4/16/2021,NSE,EQ,EQ,buy,FALSE,3,204.5,76348730,1.30E+15,2021-04-16T10:10:48
IRFC,INE053F01010,4/16/2021,NSE,EQ,EQ,buy,FALSE,3,21.700001,27018380,1.10E+15,2021-04-16T12:02:05
HINDZINC,INE267A01025,4/19/2021,NSE,EQ,EQ,buy,FALSE,10,280.600006,26962271,1.10E+15,2021-04-19T10:44:47
IDFCFIRSTB,INE092T01019,4/19/2021,NSE,EQ,EQ,buy,FALSE,3,50.900002,27244384,1.10E+15,2021-04-19T11:11:58
ASHOKLEY,INE208A01029,4/20/2021,NSE,EQ,EQ,buy,FALSE,10,113.449997,1573154,1.00E+15,2021-04-20T10:20:43
IDFCFIRSTB,INE092T01019,4/20/2021,NSE,EQ,EQ,buy,FALSE,47,51.950001,26344088,1.10E+15,2021-04-20T10:21:29
M&MFIN,INE774D01024,4/20/2021,NSE,EQ,EQ,buy,FALSE,4,172.899994,51090812,1.20E+15,2021-04-20T10:23:03
ITC,INE154A01025,4/20/2021,NSE,EQ,EQ,buy,FALSE,19,206,26619468,1.10E+15,2021-04-20T10:45:07
INDIGO,INE646L01027,4/20/2021,NSE,EQ,EQ,buy,FALSE,3,1548.800049,26631112,1.10E+15,2021-04-20T10:46:19
M&MFIN,INE774D01024,4/20/2021,NSE,EQ,EQ,buy,FALSE,10,175.149994,51294594,1.20E+15,2021-04-20T10:47:17
ASHOKLEY,INE208A01029,4/20/2021,NSE,EQ,EQ,buy,FALSE,4,112.900002,1886478,1.00E+15,2021-04-20T10:47:57
MOTHERSUMI,INE775A01035,4/20/2021,NSE,EQ,EQ,buy,FALSE,10,206.300003,51469473,1.20E+15,2021-04-20T11:09:44
SPICEJET,INE285B01017,4/20/2021,NSE,EQ,EQ,buy,FALSE,15,62.400002,76889074,1.30E+15,2021-04-20T11:20:40
AMARAJABAT,INE885A01032,4/20/2021,BSE,EQ,A,buy,FALSE,2,807.900024,2181200,1.62E+18,2021-04-20T11:40:21
TATAPOWER,INE245A01021,4/20/2021,NSE,EQ,EQ,buy,FALSE,3,94.75,77169736,1.30E+15,2021-04-20T11:50:57
CENTURYTEX,INE055A01016,4/20/2021,NSE,EQ,EQ,buy,FALSE,1,449.450012,3037437,1.00E+15,2021-04-20T12:37:37
CENTURYTEX,INE055A01016,4/20/2021,NSE,EQ,EQ,buy,FALSE,1,449.450012,3037438,1.00E+15,2021-04-20T12:37:37
CENTURYTEX,INE055A01016,4/20/2021,NSE,EQ,EQ,buy,FALSE,4,449.649994,3037439,1.00E+15,2021-04-20T12:37:37
CENTURYTEX,INE055A01016,4/20/2021,NSE,EQ,EQ,buy,FALSE,4,449.700012,3037440,1.00E+15,2021-04-20T12:37:37
RAILTEL,INE0DD101019,4/20/2021,NSE,EQ,EQ,buy,FALSE,5,111.150002,77737416,1.30E+15,2021-04-20T12:46:32
MAHABANK,INE457A01014,4/20/2021,BSE,EQ,A,buy,FALSE,2,22.950001,29876400,1.62E+18,2021-04-20T12:58:54
CENTURYTEX,INE055A01016,4/22/2021,BSE,EQ,A,buy,FALSE,10,444.850006,259200,1.62E+18,2021-04-22T09:23:20
XELPMOC,INE01P501012,4/22/2021,NSE,EQ,EQ,buy,FALSE,1,282.799988,75661234,1.30E+15,2021-04-22T09:31:22
CUPID,INE509F01011,4/22/2021,NSE,EQ,EQ,buy,FALSE,1,214.350006,771794,1.00E+15,2021-04-22T09:36:35
ASHOKLEY,INE208A01029,4/22/2021,BSE,EQ,A,buy,FALSE,6,113.5,4158600,1.62E+18,2021-04-22T11:50:50
AMARAJABAT,INE885A01032,4/23/2021,NSE,EQ,EQ,buy,FALSE,1,802.75,1287886,1.00E+15,2021-04-23T10:18:46
XELPMOC,INE01P501012,4/23/2021,BSE,EQ,B,buy,FALSE,2,283.549988,10622300,1.62E+18,2021-04-23T10:20:39
XELPMOC,INE01P501012,4/23/2021,BSE,EQ,B,buy,FALSE,1,278.549988,12138300,1.62E+18,2021-04-23T10:43:12
IDFCFIRSTB,INE092T01019,4/23/2021,NSE,EQ,EQ,buy,FALSE,3,52.25,26494009,1.10E+15,2021-04-23T10:44:21
WIPRO,INE075A01022,4/23/2021,NSE,EQ,EQ,sell,FALSE,1,483.100006,78224680,1.30E+15,2021-04-23T13:15:36
IDFCFIRSTB,INE092T01019,4/26/2021,NSE,EQ,EQ,buy,FALSE,7,52.299999,27617378,1.10E+15,2021-04-26T12:12:03
OIL,INE274J01014,4/26/2021,NSE,EQ,EQ,buy,FALSE,1,116.300003,52138362,1.20E+15,2021-04-26T12:15:59
VIMTALABS,INE579C01029,4/27/2021,BSE,EQ,B,sell,FALSE,3,282.649994,18329200,1.62E+18,2021-04-27T12:18:05
IDFCFIRSTB,INE092T01019,4/27/2021,NSE,EQ,EQ,buy,FALSE,10,53.450001,27637465,1.10E+15,2021-04-27T12:20:53
RAILTEL,INE0DD101019,4/28/2021,NSE,EQ,EQ,buy,FALSE,1,124.25,75960314,1.30E+15,2021-04-28T09:47:16
TATAPOWER,INE245A01021,4/28/2021,NSE,EQ,EQ,buy,FALSE,1,98.550003,76012622,1.30E+15,2021-04-28T09:49:56
IDFCFIRSTB,INE092T01019,4/28/2021,NSE,EQ,EQ,buy,FALSE,1,54.150002,25982565,1.10E+15,2021-04-28T09:59:31
CENTURYTEX,INE055A01016,4/29/2021,BSE,EQ,A,sell,FALSE,9,495,265100,1.62E+18,2021-04-29T09:20:15
CENTURYTEX,INE055A01016,4/29/2021,BSE,EQ,A,sell,FALSE,11,495,265300,1.62E+18,2021-04-29T09:20:15
M&M,INE101A01026,4/29/2021,BSE,EQ,A,buy,FALSE,3,774.099976,2141100,1.62E+18,2021-04-29T11:56:23
TATAMOTORS,INE155A01022,4/29/2021,NSE,EQ,EQ,buy,FALSE,5,304.850006,77753755,1.30E+15,2021-04-29T11:57:23
TATAPOWER,INE245A01021,4/29/2021,BSE,EQ,A,buy,FALSE,2,98.75,3186500,1.62E+18,2021-04-29T11:59:04
CUPID,INE509F01011,4/29/2021,NSE,EQ,EQ,buy,FALSE,4,219.5,2771388,1.00E+15,2021-04-29T12:00:40
VIMTALABS,INE579C01029,4/29/2021,NSE,EQ,EQ,buy,FALSE,2,254.5,77798920,1.30E+15,2021-04-29T12:01:57
VIMTALABS,INE579C01029,4/29/2021,NSE,EQ,EQ,buy,FALSE,8,254.449997,77798919,1.30E+15,2021-04-29T12:01:57
IDFCFIRSTB,INE092T01019,4/29/2021,NSE,EQ,EQ,buy,FALSE,4,54.599998,27527198,1.10E+15,2021-04-29T12:05:02
ITC,INE154A01025,4/29/2021,BSE,EQ,A,buy,FALSE,1,205.100006,3593500,1.62E+18,2021-04-29T12:10:50
TATAPOWER,INE245A01021,4/30/2021,BSE,EQ,A,buy,FALSE,5,98.400002,882800,1.62E+18,2021-04-30T09:40:33
TATAMOTORS,INE155A01022,4/30/2021,NSE,EQ,EQ,buy,FALSE,5,299.049988,76032609,1.30E+15,2021-04-30T09:40:59
VIMTALABS,INE579C01029,4/30/2021,NSE,EQ,EQ,buy,FALSE,1,257.850006,79364016,1.30E+15,2021-04-30T14:03:41
VIMTALABS,INE579C01029,4/30/2021,NSE,EQ,EQ,buy,FALSE,8,257.75,79364014,1.30E+15,2021-04-30T14:03:41
VIMTALABS,INE579C01029,4/30/2021,NSE,EQ,EQ,buy,FALSE,1,257.799988,79364015,1.30E+15,2021-04-30T14:03:41
AMARAJABAT,INE885A01032,4/30/2021,BSE,EQ,A,buy,FALSE,3,811.549988,3445900,1.62E+18,2021-04-30T14:04:03
IDFCFIRSTB,INE092T01019,5/3/2021,NSE,EQ,EQ,buy,FALSE,5,53.650002,27291730,1.10E+15,2021-05-03T11:47:04
ALKALI,INE773I01017,5/3/2021,NSE,EQ,EQ,sell,FALSE,1,57.349998,2829529,1.00E+15,2021-05-03T12:00:52
ALKALI,INE773I01017,5/3/2021,NSE,EQ,EQ,sell,FALSE,49,57.349998,2836980,1.00E+15,2021-05-03T12:01:27
TATAMOTORS,INE155A01022,5/3/2021,BSE,EQ,A,buy,FALSE,5,291.799988,7209700,1.62E+18,2021-05-03T12:09:57
MEGH,INE974H01013,5/3/2021,NSE,EQ,EQ,sell,FALSE,5,151,52484762,1.20E+15,2021-05-03T12:12:35
EXIDEIND,INE302A01020,5/3/2021,NSE,EQ,EQ,buy,FALSE,5,182.350006,27627023,1.10E+15,2021-05-03T12:20:38
AMARAJABAT,INE885A01032,5/3/2021,NSE,EQ,EQ,buy,FALSE,1,778.5,3124693,1.00E+15,2021-05-03T12:22:38
EVEREADY,INE128A01029,5/3/2021,NSE,EQ,EQ,buy,FALSE,5,295.350006,27659752,1.10E+15,2021-05-03T12:23:46
ASHOKLEY,INE208A01029,5/3/2021,NSE,EQ,EQ,buy,FALSE,15,111.75,3185794,1.00E+15,2021-05-03T12:26:38
HBLPOWER,INE292B01021,5/3/2021,NSE,EQ,EQ,buy,FALSE,30,34.650002,27743377,1.10E+15,2021-05-03T12:31:40
M&MFIN,INE774D01024,5/3/2021,BSE,EQ,A,buy,FALSE,10,159.850006,4637600,1.62E+18,2021-05-03T12:37:29
DAAWAT,INE818H01020,5/4/2021,NSE,EQ,EQ,buy,FALSE,3,81.650002,1706006,1.00E+15,2021-05-04T10:23:39
DAAWAT,INE818H01020,5/4/2021,NSE,EQ,EQ,buy,FALSE,2,81.699997,1783058,1.00E+15,2021-05-04T10:29:03
DAAWAT,INE818H01020,5/4/2021,NSE,EQ,EQ,buy,FALSE,5,81.800003,1785406,1.00E+15,2021-05-04T10:29:16
INDIGO,INE646L01027,5/4/2021,NSE,EQ,EQ,sell,FALSE,10,1662.800049,26527897,1.10E+15,2021-05-04T10:30:47
PFC,INE134E01011,5/4/2021,NSE,EQ,EQ,buy,FALSE,10,109.75,51624949,1.20E+15,2021-05-04T10:34:50
TATACHEM,INE092A01019,5/4/2021,NSE,EQ,EQ,buy,FALSE,10,723.799988,79663611,1.30E+15,2021-05-04T13:29:27
M&M,INE101A01026,5/4/2021,BSE,EQ,A,buy,FALSE,5,741.900024,4285200,1.62E+18,2021-05-04T14:20:04
VIMTALABS,INE579C01029,5/4/2021,BSE,EQ,B,buy,FALSE,1,243.300003,26601600,1.62E+18,2021-05-04T14:21:30
VIMTALABS,INE579C01029,5/4/2021,BSE,EQ,B,buy,FALSE,9,243.25,26601400,1.62E+18,2021-05-04T14:21:30
ASHOKLEY,INE208A01029,5/4/2021,BSE,EQ,A,buy,FALSE,3,112.349998,10366000,1.62E+18,2021-05-04T14:23:40
YESBANK,INE528G01035,5/4/2021,BSE,EQ,A,buy,FALSE,3,13.92,7842600,1.62E+18,2021-05-04T14:25:18
ASHOKLEY,INE208A01029,5/4/2021,NSE,EQ,EQ,buy,FALSE,5,110.849998,5267226,1.00E+15,2021-05-04T14:49:16
OIL,INE274J01014,5/4/2021,BSE,EQ,A,buy,FALSE,7,121.25,8659400,1.62E+18,2021-05-04T14:51:26
ITC,INE154A01025,5/4/2021,BSE,EQ,A,buy,FALSE,2,199.5,9479900,1.62E+18,2021-05-04T15:27:17
M&MFIN,INE774D01024,5/4/2021,NSE,EQ,EQ,buy,FALSE,1,155.449997,54882694,1.20E+15,2021-05-04T15:27:56
M&M,INE101A01026,5/5/2021,NSE,EQ,EQ,buy,FALSE,2,741,50548351,1.20E+15,2021-05-05T09:38:57
DAAWAT,INE818H01020,5/5/2021,BSE,EQ,A,buy,FALSE,10,77.599998,10705700,1.62E+18,2021-05-05T09:39:30
AMARAJABAT,INE885A01032,5/5/2021,BSE,EQ,A,buy,FALSE,1,776,562200,1.62E+18,2021-05-05T09:39:55
ASHOKLEY,INE208A01029,5/5/2021,BSE,EQ,A,buy,FALSE,2,110.5,1120400,1.62E+18,2021-05-05T09:40:18
ASHOKLEY,INE208A01029,5/5/2021,NSE,EQ,EQ,buy,FALSE,3,110.599998,1145805,1.00E+15,2021-05-05T09:54:52
ASHOKLEY,INE208A01029,5/5/2021,NSE,EQ,EQ,buy,FALSE,7,110.599998,1145806,1.00E+15,2021-05-05T09:54:52
M&MFIN,INE774D01024,5/5/2021,NSE,EQ,EQ,buy,FALSE,7,155.600006,50806004,1.20E+15,2021-05-05T09:55:14
M&MFIN,INE774D01024,5/5/2021,NSE,EQ,EQ,buy,FALSE,2,155.600006,50814527,1.20E+15,2021-05-05T09:55:50
HDFCLIFE,INE795G01014,5/5/2021,NSE,EQ,EQ,buy,FALSE,5,672.400024,25929849,1.10E+15,2021-05-05T09:59:15
ASHOKLEY,INE208A01029,5/5/2021,NSE,EQ,EQ,buy,FALSE,7,110.75,1242707,1.00E+15,2021-05-05T10:01:00
TATACONSUM,INE192A01025,5/5/2021,NSE,EQ,EQ,buy,FALSE,3,652.799988,76220181,1.30E+15,2021-05-05T10:02:55
EXIDEIND,INE302A01020,5/5/2021,NSE,EQ,EQ,buy,FALSE,5,181.5,26088534,1.10E+15,2021-05-05T10:07:41
ITC,INE154A01025,5/5/2021,NSE,EQ,EQ,buy,FALSE,2,199.949997,26143024,1.10E+15,2021-05-05T10:12:39
TATAPOWER,INE245A01021,5/5/2021,NSE,EQ,EQ,buy,FALSE,10,101.25,76527492,1.30E+15,2021-05-05T10:21:58
TATAMOTORS,INE155A01022,5/5/2021,NSE,EQ,EQ,buy,FALSE,10,289.899994,76530599,1.30E+15,2021-05-05T10:22:12
INFY,INE009A01021,5/5/2021,NSE,EQ,EQ,buy,FALSE,1,1332.449951,26283831,1.10E+15,2021-05-05T10:24:55
WIPRO,INE075A01022,5/5/2021,NSE,EQ,EQ,buy,FALSE,1,490,76575057,1.30E+15,2021-05-05T10:25:11
XELPMOC,INE01P501012,5/5/2021,NSE,EQ,EQ,buy,FALSE,1,282.700012,76587964,1.30E+15,2021-05-05T10:26:06
PFC,INE134E01011,5/5/2021,BSE,EQ,A,buy,FALSE,1,109.300003,1174100,1.62E+18,2021-05-05T10:36:10
CUPID,INE509F01011,5/5/2021,BSE,EQ,B,sell,FALSE,10,229.25,1423300,1.62E+18,2021-05-05T11:31:21
ASHOKLEY,INE208A01029,5/5/2021,BSE,EQ,A,buy,FALSE,8,111.050003,3830800,1.62E+18,2021-05-05T11:32:33
XELPMOC,INE01P501012,5/5/2021,NSE,EQ,EQ,buy,FALSE,3,281.549988,77424462,1.30E+15,2021-05-05T11:33:56
KRBL,INE001B01026,5/5/2021,NSE,EQ,EQ,sell,FALSE,5,207.699997,51964630,1.20E+15,2021-05-05T11:34:38
KRBL,INE001B01026,5/5/2021,NSE,EQ,EQ,sell,FALSE,15,207.699997,51964631,1.20E+15,2021-05-05T11:34:38
XELPMOC,INE01P501012,5/5/2021,NSE,EQ,EQ,buy,FALSE,1,281.299988,77449262,1.30E+15,2021-05-05T11:36:03
XELPMOC,INE01P501012,5/5/2021,NSE,EQ,EQ,buy,FALSE,1,281.25,77449261,1.30E+15,2021-05-05T11:36:03
HDFCLIFE,INE795G01014,5/5/2021,NSE,EQ,EQ,buy,FALSE,2,667.849976,27125295,1.10E+15,2021-05-05T11:45:45
HDFCLIFE,INE795G01014,5/5/2021,NSE,EQ,EQ,buy,FALSE,2,667.700012,27130567,1.10E+15,2021-05-05T11:46:23
HBLPOWER,INE292B01021,5/5/2021,BSE,EQ,B,buy,FALSE,5,35.049999,2604800,1.62E+18,2021-05-05T12:03:06
AMARAJABAT,INE885A01032,5/5/2021,BSE,EQ,A,sell,FALSE,13,768.799988,4352800,1.62E+18,2021-05-05T12:57:42
DABUR,INE016A01026,5/6/2021,NSE,EQ,EQ,buy,FALSE,10,543.049988,901775,1.00E+15,2021-05-06T09:41:47
M&M,INE101A01026,5/6/2021,NSE,EQ,EQ,buy,FALSE,3,755.75,50733184,1.20E+15,2021-05-06T09:45:13
HDFCLIFE,INE795G01014,5/6/2021,NSE,EQ,EQ,buy,FALSE,1,675,25932807,1.10E+15,2021-05-06T09:54:15
XELPMOC,INE01P501012,5/6/2021,NSE,EQ,EQ,buy,FALSE,5,280.450012,76388979,1.30E+15,2021-05-06T09:55:51
M&M,INE101A01026,5/6/2021,NSE,EQ,EQ,buy,FALSE,1,750,51064967,1.20E+15,2021-05-06T10:05:36
ITC,INE154A01025,5/6/2021,BSE,EQ,A,buy,FALSE,3,204.100006,2319700,1.62E+18,2021-05-06T10:07:20
MAHABANK,INE457A01014,5/6/2021,BSE,EQ,A,buy,FALSE,3,24.9,18759600,1.62E+18,2021-05-06T10:08:44
SPICEJET,INE285B01017,5/6/2021,NSE,EQ,EQ,buy,FALSE,10,62.799999,77233071,1.30E+15,2021-05-06T10:46:53
LUMAXTECH,INE872H01027,5/6/2021,NSE,EQ,EQ,buy,FALSE,1,139.25,54108963,1.20E+15,2021-05-06T14:58:32
LUMAXTECH,INE872H01027,5/6/2021,NSE,EQ,EQ,buy,FALSE,14,139.25,54108964,1.20E+15,2021-05-06T14:58:32
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.049988,77460364,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.299988,77460361,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.200012,77460362,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.100006,77460363,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.600006,77460357,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.299988,77460360,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.399994,77460359,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,303,77460354,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.600006,77460356,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.700012,77460355,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,303.100006,77460351,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,303.100006,77460350,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,303.049988,77460353,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,303.100006,77460352,1.30E+15,2021-05-07T10:50:28
XELPMOC,INE01P501012,5/7/2021,NSE,EQ,EQ,sell,FALSE,1,302.5,77460358,1.30E+15,2021-05-07T10:50:28
MOTHERSUMI,INE775A01035,5/7/2021,BSE,EQ,A,sell,FALSE,20,219.699997,1654400,1.62E+18,2021-05-07T10:52:36
WIPRO,INE075A01022,5/7/2021,BSE,EQ,A,sell,FALSE,1,512.950012,3577600,1.62E+18,2021-05-07T10:53:48
INFY,INE009A01021,5/7/2021,NSE,EQ,EQ,buy,FALSE,1,1361.650024,26968940,1.10E+15,2021-05-07T11:00:54
M&MFIN,INE774D01024,5/7/2021,BSE,EQ,A,buy,FALSE,5,154.75,3578500,1.62E+18,2021-05-07T12:16:06
TATACONSUM,INE192A01025,5/7/2021,BSE,EQ,A,buy,FALSE,2,626.150024,9595400,1.62E+18,2021-05-07T12:18:29
TATACHEM,INE092A01019,5/7/2021,NSE,EQ,EQ,buy,FALSE,2,685.400024,78810237,1.30E+15,2021-05-07T12:19:31
TATACHEM,INE092A01019,5/7/2021,NSE,EQ,EQ,buy,FALSE,1,685.5,78813351,1.30E+15,2021-05-07T12:19:52
TATACHEM,INE092A01019,5/7/2021,NSE,EQ,EQ,buy,FALSE,2,685.5,78813352,1.30E+15,2021-05-07T12:19:52
LUMAXTECH,INE872H01027,5/7/2021,BSE,EQ,B,buy,FALSE,5,138.5,2553000,1.62E+18,2021-05-07T12:31:19
DABUR,INE016A01026,5/7/2021,BSE,EQ,A,buy,FALSE,5,536.950012,5300700,1.62E+18,2021-05-07T12:53:01
